Area,Item,Year, hg/ha_yield , average_rain_fall_mm_per_year , pesticides_tonnes ,avg_temp
Brazil,"Rice, paddy",2005,"33,691","1,761","232,232",18.53
Brazil,"Rice, paddy",2005,"33,691","1,761","232,232",28.17
Brazil,"Rice, paddy",2005,"33,691","1,761","232,232",20.78
Brazil,"Rice, paddy",2005,"33,691","1,761","232,232",27.6
Brazil,"Rice, paddy",2005,"33,691","1,761","232,232",19.42
Brazil,"Rice, paddy",2005,"33,691","1,761","232,232",26.27
Brazil,"Rice, paddy",2005,"33,691","1,761","232,232",24.79
Brazil,"Rice, paddy",2005,"33,691","1,761","232,232",25.7
Brazil,Sorghum,2005,"19,296","1,761","232,232",22.05
Brazil,Sorghum,2005,"19,296","1,761","232,232",20.78
Brazil,Sorghum,2005,"19,296","1,761","232,232",18.53
Brazil,Sorghum,2005,"19,296","1,761","232,232",18.53
Brazil,Sorghum,2005,"19,296","1,761","232,232",28.17
Brazil,Sorghum,2005,"19,296","1,761","232,232",20.78
Brazil,Sorghum,2005,"19,296","1,761","232,232",27.6
Brazil,Sorghum,2005,"19,296","1,761","232,232",19.42
Brazil,Sorghum,2005,"19,296","1,761","232,232",26.27
Brazil,Sorghum,2005,"19,296","1,761","232,232",24.79
Brazil,Sorghum,2005,"19,296","1,761","232,232",25.7
Brazil,Soybeans,2005,"22,303","1,761","232,232",22.05
Brazil,Soybeans,2005,"22,303","1,761","232,232",20.78
Brazil,Soybeans,2005,"22,303","1,761","232,232",18.53
Brazil,Soybeans,2005,"22,303","1,761","232,232",18.53
Brazil,Soybeans,2005,"22,303","1,761","232,232",28.17
Brazil,Soybeans,2005,"22,303","1,761","232,232",20.78
Brazil,Soybeans,2005,"22,303","1,761","232,232",27.6
Brazil,Soybeans,2005,"22,303","1,761","232,232",19.42
Brazil,Soybeans,2005,"22,303","1,761","232,232",26.27
Brazil,Soybeans,2005,"22,303","1,761","232,232",24.79
Brazil,Soybeans,2005,"22,303","1,761","232,232",25.7
Brazil,Sweet potatoes,2005,"113,360","1,761","232,232",22.05
Brazil,Sweet potatoes,2005,"113,360","1,761","232,232",20.78
Brazil,Sweet potatoes,2005,"113,360","1,761","232,232",18.53
Brazil,Sweet potatoes,2005,"113,360","1,761","232,232",18.53
Brazil,Sweet potatoes,2005,"113,360","1,761","232,232",28.17
Brazil,Sweet potatoes,2005,"113,360","1,761","232,232",20.78
Brazil,Sweet potatoes,2005,"113,360","1,761","232,232",27.6
Brazil,Sweet potatoes,2005,"113,360","1,761","232,232",19.42
Brazil,Sweet potatoes,2005,"113,360","1,761","232,232",26.27
Brazil,Sweet potatoes,2005,"113,360","1,761","232,232",24.79
Brazil,Sweet potatoes,2005,"113,360","1,761","232,232",25.7
Brazil,Wheat,2005,"19,735","1,761","232,232",22.05
Brazil,Wheat,2005,"19,735","1,761","232,232",20.78
Brazil,Wheat,2005,"19,735","1,761","232,232",18.53
Brazil,Wheat,2005,"19,735","1,761","232,232",18.53
Brazil,Wheat,2005,"19,735","1,761","232,232",28.17
Brazil,Wheat,2005,"19,735","1,761","232,232",20.78
Brazil,Wheat,2005,"19,735","1,761","232,232",27.6
Brazil,Wheat,2005,"19,735","1,761","232,232",19.42
Brazil,Wheat,2005,"19,735","1,761","232,232",26.27
Brazil,Wheat,2005,"19,735","1,761","232,232",24.79
Brazil,Wheat,2005,"19,735","1,761","232,232",25.7
Brazil,Yams,2005,"92,462","1,761","232,232",22.05
Brazil,Yams,2005,"92,462","1,761","232,232",20.78
Brazil,Yams,2005,"92,462","1,761","232,232",18.53
Brazil,Yams,2005,"92,462","1,761","232,232",18.53
Brazil,Yams,2005,"92,462","1,761","232,232",28.17
Brazil,Yams,2005,"92,462","1,761","232,232",20.78
Brazil,Yams,2005,"92,462","1,761","232,232",27.6
Brazil,Yams,2005,"92,462","1,761","232,232",19.42
Brazil,Yams,2005,"92,462","1,761","232,232",26.27
Brazil,Yams,2005,"92,462","1,761","232,232",24.79
Brazil,Yams,2005,"92,462","1,761","232,232",25.7
Brazil,Cassava,2006,"140,463","1,761","238,716",21.82
Brazil,Cassava,2006,"140,463","1,761","238,716",20.6
Brazil,Cassava,2006,"140,463","1,761","238,716",18.47
Brazil,Cassava,2006,"140,463","1,761","238,716",18.47
Brazil,Cassava,2006,"140,463","1,761","238,716",27.76
Brazil,Cassava,2006,"140,463","1,761","238,716",20.6
Brazil,Cassava,2006,"140,463","1,761","238,716",27.34
Brazil,Cassava,2006,"140,463","1,761","238,716",19.35
Brazil,Cassava,2006,"140,463","1,761","238,716",26.26
Brazil,Cassava,2006,"140,463","1,761","238,716",24.57
Brazil,Cassava,2006,"140,463","1,761","238,716",25.41
Brazil,Maize,2006,"33,823","1,761","238,716",21.82
Brazil,Maize,2006,"33,823","1,761","238,716",20.6
Brazil,Maize,2006,"33,823","1,761","238,716",18.47
Brazil,Maize,2006,"33,823","1,761","238,716",18.47
Brazil,Maize,2006,"33,823","1,761","238,716",27.76
Brazil,Maize,2006,"33,823","1,761","238,716",20.6
Brazil,Maize,2006,"33,823","1,761","238,716",27.34
Brazil,Maize,2006,"33,823","1,761","238,716",19.35
Brazil,Maize,2006,"33,823","1,761","238,716",26.26
Brazil,Maize,2006,"33,823","1,761","238,716",24.57
Brazil,Maize,2006,"33,823","1,761","238,716",25.41
Brazil,Potatoes,2006,"223,802","1,761","238,716",21.82
Brazil,Potatoes,2006,"223,802","1,761","238,716",20.6
Brazil,Potatoes,2006,"223,802","1,761","238,716",18.47
Brazil,Potatoes,2006,"223,802","1,761","238,716",18.47
Brazil,Potatoes,2006,"223,802","1,761","238,716",27.76
Brazil,Potatoes,2006,"223,802","1,761","238,716",20.6
Brazil,Potatoes,2006,"223,802","1,761","238,716",27.34
Brazil,Potatoes,2006,"223,802","1,761","238,716",19.35
Brazil,Potatoes,2006,"223,802","1,761","238,716",26.26
Brazil,Potatoes,2006,"223,802","1,761","238,716",24.57
Brazil,Potatoes,2006,"223,802","1,761","238,716",25.41
Brazil,"Rice, paddy",2006,"38,798","1,761","238,716",21.82
Brazil,"Rice, paddy",2006,"38,798","1,761","238,716",20.6
Brazil,"Rice, paddy",2006,"38,798","1,761","238,716",18.47
Brazil,"Rice, paddy",2006,"38,798","1,761","238,716",18.47
Brazil,"Rice, paddy",2006,"38,798","1,761","238,716",27.76
Brazil,"Rice, paddy",2006,"38,798","1,761","238,716",20.6
Brazil,"Rice, paddy",2006,"38,798","1,761","238,716",27.34
Brazil,"Rice, paddy",2006,"38,798","1,761","238,716",19.35
Brazil,"Rice, paddy",2006,"38,798","1,761","238,716",26.26
Brazil,"Rice, paddy",2006,"38,798","1,761","238,716",24.57
Brazil,"Rice, paddy",2006,"38,798","1,761","238,716",25.41
Brazil,Sorghum,2006,"22,223","1,761","238,716",21.82
Brazil,Sorghum,2006,"22,223","1,761","238,716",20.6
Brazil,Sorghum,2006,"22,223","1,761","238,716",18.47
Brazil,Sorghum,2006,"22,223","1,761","238,716",18.47
Brazil,Sorghum,2006,"22,223","1,761","238,716",27.76
Brazil,Sorghum,2006,"22,223","1,761","238,716",20.6
Brazil,Sorghum,2006,"22,223","1,761","238,716",27.34
Brazil,Sorghum,2006,"22,223","1,761","238,716",19.35
Brazil,Sorghum,2006,"22,223","1,761","238,716",26.26
Brazil,Sorghum,2006,"22,223","1,761","238,716",24.57
Brazil,Sorghum,2006,"22,223","1,761","238,716",25.41
Brazil,Soybeans,2006,"23,796","1,761","238,716",21.82
Brazil,Soybeans,2006,"23,796","1,761","238,716",20.6
Brazil,Soybeans,2006,"23,796","1,761","238,716",18.47
Brazil,Soybeans,2006,"23,796","1,761","238,716",18.47
Brazil,Soybeans,2006,"23,796","1,761","238,716",27.76
Brazil,Soybeans,2006,"23,796","1,761","238,716",20.6
Brazil,Soybeans,2006,"23,796","1,761","238,716",27.34
Brazil,Soybeans,2006,"23,796","1,761","238,716",19.35
Brazil,Soybeans,2006,"23,796","1,761","238,716",26.26
Brazil,Soybeans,2006,"23,796","1,761","238,716",24.57
Brazil,Soybeans,2006,"23,796","1,761","238,716",25.41
Brazil,Sweet potatoes,2006,"116,902","1,761","238,716",21.82
Brazil,Sweet potatoes,2006,"116,902","1,761","238,716",20.6
Brazil,Sweet potatoes,2006,"116,902","1,761","238,716",18.47
Brazil,Sweet potatoes,2006,"116,902","1,761","238,716",18.47
Brazil,Sweet potatoes,2006,"116,902","1,761","238,716",27.76
Brazil,Sweet potatoes,2006,"116,902","1,761","238,716",20.6
Brazil,Sweet potatoes,2006,"116,902","1,761","238,716",27.34
Brazil,Sweet potatoes,2006,"116,902","1,761","238,716",19.35
Brazil,Sweet potatoes,2006,"116,902","1,761","238,716",26.26
Brazil,Sweet potatoes,2006,"116,902","1,761","238,716",24.57
Brazil,Sweet potatoes,2006,"116,902","1,761","238,716",25.41
Brazil,Wheat,2006,"15,927","1,761","238,716",21.82
Brazil,Wheat,2006,"15,927","1,761","238,716",20.6
Brazil,Wheat,2006,"15,927","1,761","238,716",18.47
Brazil,Wheat,2006,"15,927","1,761","238,716",18.47
Brazil,Wheat,2006,"15,927","1,761","238,716",27.76
Brazil,Wheat,2006,"15,927","1,761","238,716",20.6
Brazil,Wheat,2006,"15,927","1,761","238,716",27.34
Brazil,Wheat,2006,"15,927","1,761","238,716",19.35
Brazil,Wheat,2006,"15,927","1,761","238,716",26.26
Brazil,Wheat,2006,"15,927","1,761","238,716",24.57
Brazil,Wheat,2006,"15,927","1,761","238,716",25.41
Brazil,Yams,2006,"92,308","1,761","238,716",21.82
Brazil,Yams,2006,"92,308","1,761","238,716",20.6
Brazil,Yams,2006,"92,308","1,761","238,716",18.47
Brazil,Yams,2006,"92,308","1,761","238,716",18.47
Brazil,Yams,2006,"92,308","1,761","238,716",27.76
Brazil,Yams,2006,"92,308","1,761","238,716",20.6
Brazil,Yams,2006,"92,308","1,761","238,716",27.34
Brazil,Yams,2006,"92,308","1,761","238,716",19.35
Brazil,Yams,2006,"92,308","1,761","238,716",26.26
Brazil,Yams,2006,"92,308","1,761","238,716",24.57
Brazil,Yams,2006,"92,308","1,761","238,716",25.41
Brazil,Cassava,2007,"140,099","1,761","304,031",22.19
Brazil,Cassava,2007,"140,099","1,761","304,031",20.93
Brazil,Cassava,2007,"140,099","1,761","304,031",18.66
Brazil,Cassava,2007,"140,099","1,761","304,031",18.66
Brazil,Cassava,2007,"140,099","1,761","304,031",27.92
Brazil,Cassava,2007,"140,099","1,761","304,031",20.93
Brazil,Cassava,2007,"140,099","1,761","304,031",27.32
Brazil,Cassava,2007,"140,099","1,761","304,031",19.05
Brazil,Cassava,2007,"140,099","1,761","304,031",25.95
Brazil,Cassava,2007,"140,099","1,761","304,031",24.78
Brazil,Cassava,2007,"140,099","1,761","304,031",25.44
Brazil,Maize,2007,"37,852","1,761","304,031",22.19
Brazil,Maize,2007,"37,852","1,761","304,031",20.93
Brazil,Maize,2007,"37,852","1,761","304,031",18.66
Brazil,Maize,2007,"37,852","1,761","304,031",18.66
Brazil,Maize,2007,"37,852","1,761","304,031",27.92
Brazil,Maize,2007,"37,852","1,761","304,031",20.93
Brazil,Maize,2007,"37,852","1,761","304,031",27.32
Brazil,Maize,2007,"37,852","1,761","304,031",19.05
Brazil,Maize,2007,"37,852","1,761","304,031",25.95
Brazil,Maize,2007,"37,852","1,761","304,031",24.78
Brazil,Maize,2007,"37,852","1,761","304,031",25.44
Brazil,Potatoes,2007,"240,356","1,761","304,031",22.19
Brazil,Potatoes,2007,"240,356","1,761","304,031",20.93
Brazil,Potatoes,2007,"240,356","1,761","304,031",18.66
Brazil,Potatoes,2007,"240,356","1,761","304,031",18.66
Brazil,Potatoes,2007,"240,356","1,761","304,031",27.92
Brazil,Potatoes,2007,"240,356","1,761","304,031",20.93
Brazil,Potatoes,2007,"240,356","1,761","304,031",27.32
Brazil,Potatoes,2007,"240,356","1,761","304,031",19.05
Brazil,Potatoes,2007,"240,356","1,761","304,031",25.95
Brazil,Potatoes,2007,"240,356","1,761","304,031",24.78
Brazil,Potatoes,2007,"240,356","1,761","304,031",25.44
Brazil,"Rice, paddy",2007,"38,260","1,761","304,031",22.19
Brazil,"Rice, paddy",2007,"38,260","1,761","304,031",20.93
Brazil,"Rice, paddy",2007,"38,260","1,761","304,031",18.66
Brazil,"Rice, paddy",2007,"38,260","1,761","304,031",18.66
Brazil,"Rice, paddy",2007,"38,260","1,761","304,031",27.92
Brazil,"Rice, paddy",2007,"38,260","1,761","304,031",20.93
Brazil,"Rice, paddy",2007,"38,260","1,761","304,031",27.32
Brazil,"Rice, paddy",2007,"38,260","1,761","304,031",19.05
Brazil,"Rice, paddy",2007,"38,260","1,761","304,031",25.95
Brazil,"Rice, paddy",2007,"38,260","1,761","304,031",24.78
Brazil,"Rice, paddy",2007,"38,260","1,761","304,031",25.44
Brazil,Sorghum,2007,"21,731","1,761","304,031",22.19
Brazil,Sorghum,2007,"21,731","1,761","304,031",20.93
Brazil,Sorghum,2007,"21,731","1,761","304,031",18.66
Brazil,Sorghum,2007,"21,731","1,761","304,031",18.66
Brazil,Sorghum,2007,"21,731","1,761","304,031",27.92
Brazil,Sorghum,2007,"21,731","1,761","304,031",20.93
Brazil,Sorghum,2007,"21,731","1,761","304,031",27.32
Brazil,Sorghum,2007,"21,731","1,761","304,031",19.05
Brazil,Sorghum,2007,"21,731","1,761","304,031",25.95
Brazil,Sorghum,2007,"21,731","1,761","304,031",24.78
Brazil,Sorghum,2007,"21,731","1,761","304,031",25.44
Brazil,Soybeans,2007,"28,133","1,761","304,031",22.19
Brazil,Soybeans,2007,"28,133","1,761","304,031",20.93
Brazil,Soybeans,2007,"28,133","1,761","304,031",18.66
Brazil,Soybeans,2007,"28,133","1,761","304,031",18.66
Brazil,Soybeans,2007,"28,133","1,761","304,031",27.92
Brazil,Soybeans,2007,"28,133","1,761","304,031",20.93
Brazil,Soybeans,2007,"28,133","1,761","304,031",27.32
Brazil,Soybeans,2007,"28,133","1,761","304,031",19.05
Brazil,Soybeans,2007,"28,133","1,761","304,031",25.95
Brazil,Soybeans,2007,"28,133","1,761","304,031",24.78
Brazil,Soybeans,2007,"28,133","1,761","304,031",25.44
Brazil,Sweet potatoes,2007,"120,680","1,761","304,031",22.19
Brazil,Sweet potatoes,2007,"120,680","1,761","304,031",20.93
Brazil,Sweet potatoes,2007,"120,680","1,761","304,031",18.66
Brazil,Sweet potatoes,2007,"120,680","1,761","304,031",18.66
Brazil,Sweet potatoes,2007,"120,680","1,761","304,031",27.92
Brazil,Sweet potatoes,2007,"120,680","1,761","304,031",20.93
Brazil,Sweet potatoes,2007,"120,680","1,761","304,031",27.32
Brazil,Sweet potatoes,2007,"120,680","1,761","304,031",19.05
Brazil,Sweet potatoes,2007,"120,680","1,761","304,031",25.95
Brazil,Sweet potatoes,2007,"120,680","1,761","304,031",24.78
Brazil,Sweet potatoes,2007,"120,680","1,761","304,031",25.44
Brazil,Wheat,2007,"22,199","1,761","304,031",22.19
Brazil,Wheat,2007,"22,199","1,761","304,031",20.93
Brazil,Wheat,2007,"22,199","1,761","304,031",18.66
Brazil,Wheat,2007,"22,199","1,761","304,031",18.66
Brazil,Wheat,2007,"22,199","1,761","304,031",27.92
Brazil,Wheat,2007,"22,199","1,761","304,031",20.93
Brazil,Wheat,2007,"22,199","1,761","304,031",27.32
Brazil,Wheat,2007,"22,199","1,761","304,031",19.05
Brazil,Wheat,2007,"22,199","1,761","304,031",25.95
Brazil,Wheat,2007,"22,199","1,761","304,031",24.78
Brazil,Wheat,2007,"22,199","1,761","304,031",25.44
Brazil,Yams,2007,"92,593","1,761","304,031",22.19
Brazil,Yams,2007,"92,593","1,761","304,031",20.93
Brazil,Yams,2007,"92,593","1,761","304,031",18.66
Brazil,Yams,2007,"92,593","1,761","304,031",18.66
Brazil,Yams,2007,"92,593","1,761","304,031",27.92
Brazil,Yams,2007,"92,593","1,761","304,031",20.93
Brazil,Yams,2007,"92,593","1,761","304,031",27.32
Brazil,Yams,2007,"92,593","1,761","304,031",19.05
Brazil,Yams,2007,"92,593","1,761","304,031",25.95
Brazil,Yams,2007,"92,593","1,761","304,031",24.78
Brazil,Yams,2007,"92,593","1,761","304,031",25.44
Brazil,Cassava,2008,"141,371","1,761","312,637",21.86
Brazil,Cassava,2008,"141,371","1,761","312,637",20.22
Brazil,Cassava,2008,"141,371","1,761","312,637",17.88
Brazil,Cassava,2008,"141,371","1,761","312,637",17.88
Brazil,Cassava,2008,"141,371","1,761","312,637",27.54
Brazil,Cassava,2008,"141,371","1,761","312,637",20.22
Brazil,Cassava,2008,"141,371","1,761","312,637",26.94
Brazil,Cassava,2008,"141,371","1,761","312,637",18.8
Brazil,Cassava,2008,"141,371","1,761","312,637",25.96
Brazil,Cassava,2008,"141,371","1,761","312,637",24.26
Brazil,Cassava,2008,"141,371","1,761","312,637",25.54
Brazil,Maize,2008,"40,800","1,761","312,637",21.86
Brazil,Maize,2008,"40,800","1,761","312,637",20.22
Brazil,Maize,2008,"40,800","1,761","312,637",17.88
Brazil,Maize,2008,"40,800","1,761","312,637",17.88
Brazil,Maize,2008,"40,800","1,761","312,637",27.54
Brazil,Maize,2008,"40,800","1,761","312,637",20.22
Brazil,Maize,2008,"40,800","1,761","312,637",26.94
Brazil,Maize,2008,"40,800","1,761","312,637",18.8
Brazil,Maize,2008,"40,800","1,761","312,637",25.96
Brazil,Maize,2008,"40,800","1,761","312,637",24.26
Brazil,Maize,2008,"40,800","1,761","312,637",25.54
Brazil,Potatoes,2008,"253,729","1,761","312,637",21.86
Brazil,Potatoes,2008,"253,729","1,761","312,637",20.22
Brazil,Potatoes,2008,"253,729","1,761","312,637",17.88
Brazil,Potatoes,2008,"253,729","1,761","312,637",17.88
Brazil,Potatoes,2008,"253,729","1,761","312,637",27.54
Brazil,Potatoes,2008,"253,729","1,761","312,637",20.22
Brazil,Potatoes,2008,"253,729","1,761","312,637",26.94
Brazil,Potatoes,2008,"253,729","1,761","312,637",18.8
Brazil,Potatoes,2008,"253,729","1,761","312,637",25.96
Brazil,Potatoes,2008,"253,729","1,761","312,637",24.26
Brazil,Potatoes,2008,"253,729","1,761","312,637",25.54
Brazil,"Rice, paddy",2008,"42,311","1,761","312,637",21.86
Brazil,"Rice, paddy",2008,"42,311","1,761","312,637",20.22
Brazil,"Rice, paddy",2008,"42,311","1,761","312,637",17.88
Brazil,"Rice, paddy",2008,"42,311","1,761","312,637",17.88
Brazil,"Rice, paddy",2008,"42,311","1,761","312,637",27.54
Brazil,"Rice, paddy",2008,"42,311","1,761","312,637",20.22
Brazil,"Rice, paddy",2008,"42,311","1,761","312,637",26.94
Brazil,"Rice, paddy",2008,"42,311","1,761","312,637",18.8
Brazil,"Rice, paddy",2008,"42,311","1,761","312,637",25.96
Brazil,"Rice, paddy",2008,"42,311","1,761","312,637",24.26
Brazil,"Rice, paddy",2008,"42,311","1,761","312,637",25.54
Brazil,Sorghum,2008,"24,105","1,761","312,637",21.86
Brazil,Sorghum,2008,"24,105","1,761","312,637",20.22
Brazil,Sorghum,2008,"24,105","1,761","312,637",17.88
Brazil,Sorghum,2008,"24,105","1,761","312,637",17.88
Brazil,Sorghum,2008,"24,105","1,761","312,637",27.54
Brazil,Sorghum,2008,"24,105","1,761","312,637",20.22
Brazil,Sorghum,2008,"24,105","1,761","312,637",26.94
Brazil,Sorghum,2008,"24,105","1,761","312,637",18.8
Brazil,Sorghum,2008,"24,105","1,761","312,637",25.96
Brazil,Sorghum,2008,"24,105","1,761","312,637",24.26
Brazil,Sorghum,2008,"24,105","1,761","312,637",25.54
Brazil,Soybeans,2008,"28,162","1,761","312,637",21.86
Brazil,Soybeans,2008,"28,162","1,761","312,637",20.22
Brazil,Soybeans,2008,"28,162","1,761","312,637",17.88
Brazil,Soybeans,2008,"28,162","1,761","312,637",17.88
Brazil,Soybeans,2008,"28,162","1,761","312,637",27.54
Brazil,Soybeans,2008,"28,162","1,761","312,637",20.22
Brazil,Soybeans,2008,"28,162","1,761","312,637",26.94
Brazil,Soybeans,2008,"28,162","1,761","312,637",18.8
Brazil,Soybeans,2008,"28,162","1,761","312,637",25.96
Brazil,Soybeans,2008,"28,162","1,761","312,637",24.26
Brazil,Soybeans,2008,"28,162","1,761","312,637",25.54
Brazil,Sweet potatoes,2008,"120,398","1,761","312,637",21.86
Brazil,Sweet potatoes,2008,"120,398","1,761","312,637",20.22
Brazil,Sweet potatoes,2008,"120,398","1,761","312,637",17.88
Brazil,Sweet potatoes,2008,"120,398","1,761","312,637",17.88
Brazil,Sweet potatoes,2008,"120,398","1,761","312,637",27.54
Brazil,Sweet potatoes,2008,"120,398","1,761","312,637",20.22
Brazil,Sweet potatoes,2008,"120,398","1,761","312,637",26.94
Brazil,Sweet potatoes,2008,"120,398","1,761","312,637",18.8
Brazil,Sweet potatoes,2008,"120,398","1,761","312,637",25.96
Brazil,Sweet potatoes,2008,"120,398","1,761","312,637",24.26
Brazil,Sweet potatoes,2008,"120,398","1,761","312,637",25.54
Brazil,Wheat,2008,"25,497","1,761","312,637",21.86
Brazil,Wheat,2008,"25,497","1,761","312,637",20.22
Brazil,Wheat,2008,"25,497","1,761","312,637",17.88
Brazil,Wheat,2008,"25,497","1,761","312,637",17.88
Brazil,Wheat,2008,"25,497","1,761","312,637",27.54
Brazil,Wheat,2008,"25,497","1,761","312,637",20.22
Brazil,Wheat,2008,"25,497","1,761","312,637",26.94
Brazil,Wheat,2008,"25,497","1,761","312,637",18.8
Brazil,Wheat,2008,"25,497","1,761","312,637",25.96
Brazil,Wheat,2008,"25,497","1,761","312,637",24.26
Brazil,Wheat,2008,"25,497","1,761","312,637",25.54
Brazil,Yams,2008,"93,753","1,761","312,637",21.86
Brazil,Yams,2008,"93,753","1,761","312,637",20.22
Brazil,Yams,2008,"93,753","1,761","312,637",17.88
Brazil,Yams,2008,"93,753","1,761","312,637",17.88
Brazil,Yams,2008,"93,753","1,761","312,637",27.54
Brazil,Yams,2008,"93,753","1,761","312,637",20.22
Brazil,Yams,2008,"93,753","1,761","312,637",26.94
Brazil,Yams,2008,"93,753","1,761","312,637",18.8
Brazil,Yams,2008,"93,753","1,761","312,637",25.96
Brazil,Yams,2008,"93,753","1,761","312,637",24.26
Brazil,Yams,2008,"93,753","1,761","312,637",25.54
Brazil,Cassava,2009,"138,613","1,761","335,742",22.25
Brazil,Cassava,2009,"138,613","1,761","335,742",20.78
Brazil,Cassava,2009,"138,613","1,761","335,742",18.38
Brazil,Cassava,2009,"138,613","1,761","335,742",18.38
Brazil,Cassava,2009,"138,613","1,761","335,742",27.39
Brazil,Cassava,2009,"138,613","1,761","335,742",20.78
Brazil,Cassava,2009,"138,613","1,761","335,742",27.39
